Name	Reference name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
case-50	NC_045512	1	50	14275	162	32	29903	157.15	3001360384.0	387883008.0	3692294144.0	8.83	5762060288.0	290013184.0	2830336.0	324.68	241909760.0	223068160.0	490.66	5762060288.0
case-50	NC_045512	2	50	14275	162	32	29903	158.69	2799185920.0	385490944.0	3692298240.0	9.11	5758132224.0	289828864.0	2826240.0	304.53	242122752.0	223449088.0	472.33	5758132224.0
case-50	NC_045512	3	50	14275	162	32	29903	151.88	2746916864.0	388354048.0	3692294144.0	8.83	5789589504.0	289337344.0	2826240.0	227.34	243326976.0	223334400.0	388.05	5789589504.0
