Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-5000-batch-10000	query hasa	1	5000	5760	35663	3.04	231051264.0	231051264.0
case-5000-batch-10000	query hasa	2	5000	5760	35663	2.7800000000000002	230936576.0	230936576.0
case-5000-batch-10000	query hasa	3	5000	5760	35663	2.9699999999999998	231534592.0	231534592.0
case-5000-batch-10000	query hasa	4	5000	5760	35663	2.77	231063552.0	231063552.0
case-5000-batch-10000	query hasa	5	5000	5760	35663	2.76	231849984.0	231849984.0
case-5000-batch-10000	query hasa	6	5000	5760	35663	3.14	231370752.0	231370752.0
case-5000-batch-10000	query hasa	7	5000	5760	35663	2.94	231759872.0	231759872.0
case-5000-batch-10000	query hasa	8	5000	5760	35663	2.87	231473152.0	231473152.0
case-5000-batch-10000	query hasa	9	5000	5760	35663	2.93	231735296.0	231735296.0
case-5000-batch-10000	query hasa	10	5000	5760	35663	3.0	231088128.0	231088128.0
case-5000-batch-10000	query isa	1	5000	5760	35663	2.83	221667328.0	221667328.0
case-5000-batch-10000	query isa	2	5000	5760	35663	2.71	222175232.0	222175232.0
case-5000-batch-10000	query isa	3	5000	5760	35663	2.76	221913088.0	221913088.0
case-5000-batch-10000	query isa	4	5000	5760	35663	2.81	221896704.0	221896704.0
case-5000-batch-10000	query isa	5	5000	5760	35663	2.65	222244864.0	222244864.0
case-5000-batch-10000	query isa	6	5000	5760	35663	2.66	222052352.0	222052352.0
case-5000-batch-10000	query isa	7	5000	5760	35663	2.66	222109696.0	222109696.0
case-5000-batch-10000	query isa	8	5000	5760	35663	2.7800000000000002	221261824.0	221261824.0
case-5000-batch-10000	query isa	9	5000	5760	35663	2.6	221564928.0	221564928.0
case-5000-batch-10000	query isa	10	5000	5760	35663	2.62	221966336.0	221966336.0
case-5000-batch-10000	query --summary	1	5000	5760	35663	3.11	224149504.0	224149504.0
case-5000-batch-10000	query --summary	2	5000	5760	35663	2.74	223928320.0	223928320.0
case-5000-batch-10000	query --summary	3	5000	5760	35663	2.77	223924224.0	223924224.0
case-5000-batch-10000	query --summary	4	5000	5760	35663	2.8	223903744.0	223903744.0
case-5000-batch-10000	query --summary	5	5000	5760	35663	2.9	224043008.0	224043008.0
case-5000-batch-10000	query --summary	6	5000	5760	35663	2.9	223301632.0	223301632.0
case-5000-batch-10000	query --summary	7	5000	5760	35663	3.04	223518720.0	223518720.0
case-5000-batch-10000	query --summary	8	5000	5760	35663	2.76	223424512.0	223424512.0
case-5000-batch-10000	query --summary	9	5000	5760	35663	2.81	224096256.0	224096256.0
case-5000-batch-10000	query --summary	10	5000	5760	35663	2.96	223805440.0	223805440.0
case-5000-batch-10000	query --features-summary	1	5000	5760	35663	3.65	255467520.0	255467520.0
case-5000-batch-10000	query --features-summary	2	5000	5760	35663	3.46	254881792.0	254881792.0
case-5000-batch-10000	query --features-summary	3	5000	5760	35663	3.4699999999999998	256118784.0	256118784.0
case-5000-batch-10000	query --features-summary	4	5000	5760	35663	3.54	255655936.0	255655936.0
case-5000-batch-10000	query --features-summary	5	5000	5760	35663	3.57	255647744.0	255647744.0
case-5000-batch-10000	query --features-summary	6	5000	5760	35663	3.4699999999999998	255197184.0	255197184.0
case-5000-batch-10000	query --features-summary	7	5000	5760	35663	3.69	255418368.0	255418368.0
case-5000-batch-10000	query --features-summary	8	5000	5760	35663	3.49	255471616.0	255471616.0
case-5000-batch-10000	query --features-summary	9	5000	5760	35663	3.25	255688704.0	255688704.0
case-5000-batch-10000	query --features-summary	10	5000	5760	35663	3.7	255246336.0	255246336.0
case-5000-batch-10000	list samples	1	5000	5760	35663	2.84	227209216.0	227209216.0
case-5000-batch-10000	list samples	2	5000	5760	35663	2.89	227241984.0	227241984.0
case-5000-batch-10000	list samples	3	5000	5760	35663	2.89	226385920.0	226385920.0
case-5000-batch-10000	list samples	4	5000	5760	35663	2.88	227151872.0	227151872.0
case-5000-batch-10000	list samples	5	5000	5760	35663	2.88	226025472.0	226025472.0
case-5000-batch-10000	list samples	6	5000	5760	35663	2.79	227586048.0	227586048.0
case-5000-batch-10000	list samples	7	5000	5760	35663	2.7800000000000002	227405824.0	227405824.0
case-5000-batch-10000	list samples	8	5000	5760	35663	2.84	227794944.0	227794944.0
case-5000-batch-10000	list samples	9	5000	5760	35663	2.62	227438592.0	227438592.0
case-5000-batch-10000	list samples	10	5000	5760	35663	2.86	227663872.0	227663872.0
