Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	1	0.0062215102463960646
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	2	0.006216731034219265
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	3	0.006225153692066669
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	4	0.006225928403437137
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	5	0.006344084031879902
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	6	0.006236819811165333
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	7	0.006231099329888821
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	8	0.006212843991816044
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	9	0.00620946791023016
case-5000-batch-10000	db.samples_query	5000	5760	35663	50	10	0.006222959235310554
case-5000-batch-10000	q.join	5000	5760	35663	1	1	0.3209660891443491
case-5000-batch-10000	q.join	5000	5760	35663	1	2	0.32151205092668533
case-5000-batch-10000	q.join	5000	5760	35663	1	3	0.31949698366224766
case-5000-batch-10000	q.join	5000	5760	35663	1	4	0.32036099024116993
case-5000-batch-10000	q.join	5000	5760	35663	1	5	0.3202041070908308
case-5000-batch-10000	q.join	5000	5760	35663	1	6	0.3194838762283325
case-5000-batch-10000	q.join	5000	5760	35663	1	7	0.3205722812563181
case-5000-batch-10000	q.join	5000	5760	35663	1	8	0.3209696039557457
case-5000-batch-10000	q.join	5000	5760	35663	1	9	0.320497740060091
case-5000-batch-10000	q.join	5000	5760	35663	1	10	0.3196113631129265
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	1	0.4909417871385813
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	2	0.4800817836076021
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	3	0.4822972919791937
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	4	0.47603069245815277
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	5	0.4751313142478466
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	6	0.4770498275756836
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	7	0.475368145853281
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	8	0.4771576952189207
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	9	0.47692942805588245
case-5000-batch-10000	q.features_summary	5000	5760	35663	1	10	0.4751599673181772
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	1	7.558673411607742
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	2	7.532605070620775
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	3	7.516658453270793
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	4	7.5225419867783785
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	5	7.513380229473114
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	6	7.457415744662285
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	7	7.534518595784903
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	8	7.506147699430585
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	9	7.573512440547347
case-5000-batch-10000	q.features_comparison	5000	5760	35663	1	10	7.485239874571562
