Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-5000-batch-10000	query hasa	1	5000	5760	35663	2.98	231817216.0	231817216.0
case-5000-batch-10000	query hasa	2	5000	5760	35663	2.9699999999999998	231424000.0	231424000.0
case-5000-batch-10000	query hasa	3	5000	5760	35663	2.96	230735872.0	230735872.0
case-5000-batch-10000	query hasa	4	5000	5760	35663	2.76	231706624.0	231706624.0
case-5000-batch-10000	query hasa	5	5000	5760	35663	2.73	231452672.0	231452672.0
case-5000-batch-10000	query hasa	6	5000	5760	35663	2.82	231624704.0	231624704.0
case-5000-batch-10000	query hasa	7	5000	5760	35663	2.89	231514112.0	231514112.0
case-5000-batch-10000	query hasa	8	5000	5760	35663	2.99	231940096.0	231940096.0
case-5000-batch-10000	query hasa	9	5000	5760	35663	2.75	231948288.0	231948288.0
case-5000-batch-10000	query hasa	10	5000	5760	35663	3.08	232120320.0	232120320.0
case-5000-batch-10000	query isa	1	5000	5760	35663	2.79	221818880.0	221818880.0
case-5000-batch-10000	query isa	2	5000	5760	35663	2.9	222330880.0	222330880.0
case-5000-batch-10000	query isa	3	5000	5760	35663	2.7199999999999998	222089216.0	222089216.0
case-5000-batch-10000	query isa	4	5000	5760	35663	2.7199999999999998	221921280.0	221921280.0
case-5000-batch-10000	query isa	5	5000	5760	35663	2.57	221712384.0	221712384.0
case-5000-batch-10000	query isa	6	5000	5760	35663	2.66	222068736.0	222068736.0
case-5000-batch-10000	query isa	7	5000	5760	35663	2.9	221827072.0	221827072.0
case-5000-batch-10000	query isa	8	5000	5760	35663	2.9699999999999998	221515776.0	221515776.0
case-5000-batch-10000	query isa	9	5000	5760	35663	2.73	221626368.0	221626368.0
case-5000-batch-10000	query isa	10	5000	5760	35663	2.61	222044160.0	222044160.0
case-5000-batch-10000	query --summary	1	5000	5760	35663	2.88	223522816.0	223522816.0
case-5000-batch-10000	query --summary	2	5000	5760	35663	2.7800000000000002	224116736.0	224116736.0
case-5000-batch-10000	query --summary	3	5000	5760	35663	2.89	223760384.0	223760384.0
case-5000-batch-10000	query --summary	4	5000	5760	35663	2.93	223834112.0	223834112.0
case-5000-batch-10000	query --summary	5	5000	5760	35663	2.9699999999999998	224161792.0	224161792.0
case-5000-batch-10000	query --summary	6	5000	5760	35663	2.92	224059392.0	224059392.0
case-5000-batch-10000	query --summary	7	5000	5760	35663	2.99	224006144.0	224006144.0
case-5000-batch-10000	query --summary	8	5000	5760	35663	2.69	224002048.0	224002048.0
case-5000-batch-10000	query --summary	9	5000	5760	35663	2.7199999999999998	224083968.0	224083968.0
case-5000-batch-10000	query --summary	10	5000	5760	35663	2.94	224223232.0	224223232.0
case-5000-batch-10000	query --features-summary	1	5000	5760	35663	3.48	255315968.0	255315968.0
case-5000-batch-10000	query --features-summary	2	5000	5760	35663	3.2800000000000002	255463424.0	255463424.0
case-5000-batch-10000	query --features-summary	3	5000	5760	35663	3.48	255741952.0	255741952.0
case-5000-batch-10000	query --features-summary	4	5000	5760	35663	3.62	255496192.0	255496192.0
case-5000-batch-10000	query --features-summary	5	5000	5760	35663	3.7199999999999998	255651840.0	255651840.0
case-5000-batch-10000	query --features-summary	6	5000	5760	35663	3.3	255897600.0	255897600.0
case-5000-batch-10000	query --features-summary	7	5000	5760	35663	3.63	255868928.0	255868928.0
case-5000-batch-10000	query --features-summary	8	5000	5760	35663	3.26	255594496.0	255594496.0
case-5000-batch-10000	query --features-summary	9	5000	5760	35663	3.22	255303680.0	255303680.0
case-5000-batch-10000	query --features-summary	10	5000	5760	35663	3.25	255438848.0	255438848.0
case-5000-batch-10000	list samples	1	5000	5760	35663	2.84	226799616.0	226799616.0
case-5000-batch-10000	list samples	2	5000	5760	35663	2.83	226930688.0	226930688.0
case-5000-batch-10000	list samples	3	5000	5760	35663	2.8	227119104.0	227119104.0
case-5000-batch-10000	list samples	4	5000	5760	35663	2.98	228012032.0	228012032.0
case-5000-batch-10000	list samples	5	5000	5760	35663	2.75	227332096.0	227332096.0
case-5000-batch-10000	list samples	6	5000	5760	35663	2.83	226996224.0	226996224.0
case-5000-batch-10000	list samples	7	5000	5760	35663	2.88	227565568.0	227565568.0
case-5000-batch-10000	list samples	8	5000	5760	35663	2.94	227356672.0	227356672.0
case-5000-batch-10000	list samples	9	5000	5760	35663	2.76	226824192.0	226824192.0
case-5000-batch-10000	list samples	10	5000	5760	35663	2.76	227012608.0	227012608.0
