Name	Reference name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
case-5000-batch-10000	NC_045512	1	5000	35663	5760	32	29903	1876.88	1450340352.0	537526272.0	4659933184.0	266.29	8373755904.0	2992312320.0	94507008.0				2143.17	8373755904.0
case-5000-batch-10000	NC_045512	2	5000	35663	5760	32	29903	1896.97	1396924416.0	537042944.0	4660092928.0	266.34	8364105728.0	3001475072.0	94535680.0				2163.31	8364105728.0
case-5000-batch-10000	NC_045512	3	5000	35663	5760	32	29903	1876.31	1233948672.0	537690112.0	4660015104.0	271.6	8382468096.0	3005538304.0	94539776.0				2147.91	8382468096.0
