Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-20000-batch-10000	query hasa	1	20000	15806	45709	3.77	257716224.0	257716224.0
case-20000-batch-10000	query hasa	2	20000	15806	45709	3.34	257089536.0	257089536.0
case-20000-batch-10000	query hasa	3	20000	15806	45709	3.3	257949696.0	257949696.0
case-20000-batch-10000	query hasa	4	20000	15806	45709	3.31	257343488.0	257343488.0
case-20000-batch-10000	query hasa	5	20000	15806	45709	3.46	258433024.0	258433024.0
case-20000-batch-10000	query hasa	6	20000	15806	45709	3.55	257433600.0	257433600.0
case-20000-batch-10000	query hasa	7	20000	15806	45709	3.59	258150400.0	258150400.0
case-20000-batch-10000	query hasa	8	20000	15806	45709	3.59	257568768.0	257568768.0
case-20000-batch-10000	query hasa	9	20000	15806	45709	3.56	257298432.0	257298432.0
case-20000-batch-10000	query hasa	10	20000	15806	45709	3.63	257490944.0	257490944.0
case-20000-batch-10000	query isa	1	20000	15806	45709	2.66	224374784.0	224374784.0
case-20000-batch-10000	query isa	2	20000	15806	45709	2.77	225058816.0	225058816.0
case-20000-batch-10000	query isa	3	20000	15806	45709	2.61	224780288.0	224780288.0
case-20000-batch-10000	query isa	4	20000	15806	45709	2.8	225337344.0	225337344.0
case-20000-batch-10000	query isa	5	20000	15806	45709	2.74	224796672.0	224796672.0
case-20000-batch-10000	query isa	6	20000	15806	45709	2.81	225509376.0	225509376.0
case-20000-batch-10000	query isa	7	20000	15806	45709	2.87	225406976.0	225406976.0
case-20000-batch-10000	query isa	8	20000	15806	45709	2.84	225095680.0	225095680.0
case-20000-batch-10000	query isa	9	20000	15806	45709	2.7	224157696.0	224157696.0
case-20000-batch-10000	query isa	10	20000	15806	45709	2.83	225337344.0	225337344.0
case-20000-batch-10000	query --summary	1	20000	15806	45709	2.95	225230848.0	225230848.0
case-20000-batch-10000	query --summary	2	20000	15806	45709	3.02	224825344.0	224825344.0
case-20000-batch-10000	query --summary	3	20000	15806	45709	3.03	225099776.0	225099776.0
case-20000-batch-10000	query --summary	4	20000	15806	45709	3.16	225001472.0	225001472.0
case-20000-batch-10000	query --summary	5	20000	15806	45709	2.8	225021952.0	225021952.0
case-20000-batch-10000	query --summary	6	20000	15806	45709	2.85	225304576.0	225304576.0
case-20000-batch-10000	query --summary	7	20000	15806	45709	3.15	225394688.0	225394688.0
case-20000-batch-10000	query --summary	8	20000	15806	45709	3.09	224849920.0	224849920.0
case-20000-batch-10000	query --summary	9	20000	15806	45709	3.09	224837632.0	224837632.0
case-20000-batch-10000	query --summary	10	20000	15806	45709	3.05	224030720.0	224030720.0
case-20000-batch-10000	query --features-summary	1	20000	15806	45709	4.83	310038528.0	310038528.0
case-20000-batch-10000	query --features-summary	2	20000	15806	45709	4.8	310120448.0	310120448.0
case-20000-batch-10000	query --features-summary	3	20000	15806	45709	4.9	309927936.0	309927936.0
case-20000-batch-10000	query --features-summary	4	20000	15806	45709	5.05	310915072.0	310915072.0
case-20000-batch-10000	query --features-summary	5	20000	15806	45709	4.8100000000000005	310202368.0	310202368.0
case-20000-batch-10000	query --features-summary	6	20000	15806	45709	4.78	310321152.0	310321152.0
case-20000-batch-10000	query --features-summary	7	20000	15806	45709	4.76	309919744.0	309919744.0
case-20000-batch-10000	query --features-summary	8	20000	15806	45709	5.01	310194176.0	310194176.0
case-20000-batch-10000	query --features-summary	9	20000	15806	45709	4.5	310697984.0	310697984.0
case-20000-batch-10000	query --features-summary	10	20000	15806	45709	4.72	310394880.0	310394880.0
case-20000-batch-10000	list samples	1	20000	15806	45709	3.24	248004608.0	248004608.0
case-20000-batch-10000	list samples	2	20000	15806	45709	2.91	248115200.0	248115200.0
case-20000-batch-10000	list samples	3	20000	15806	45709	3.24	248115200.0	248115200.0
case-20000-batch-10000	list samples	4	20000	15806	45709	3.12	248934400.0	248934400.0
case-20000-batch-10000	list samples	5	20000	15806	45709	2.9699999999999998	248090624.0	248090624.0
case-20000-batch-10000	list samples	6	20000	15806	45709	3.23	249434112.0	249434112.0
case-20000-batch-10000	list samples	7	20000	15806	45709	3.07	248647680.0	248647680.0
case-20000-batch-10000	list samples	8	20000	15806	45709	3.21	247771136.0	247771136.0
case-20000-batch-10000	list samples	9	20000	15806	45709	2.86	248041472.0	248041472.0
case-20000-batch-10000	list samples	10	20000	15806	45709	3.32	247840768.0	247840768.0
