Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-20000-batch-10000	query hasa	1	20000	15806	45709	3.63	261472256.0	261472256.0
case-20000-batch-10000	query hasa	2	20000	15806	45709	3.6	261267456.0	261267456.0
case-20000-batch-10000	query hasa	3	20000	15806	45709	3.58	262139904.0	262139904.0
case-20000-batch-10000	query hasa	4	20000	15806	45709	3.4	260980736.0	260980736.0
case-20000-batch-10000	query hasa	5	20000	15806	45709	3.76	262225920.0	262225920.0
case-20000-batch-10000	query hasa	6	20000	15806	45709	3.37	262004736.0	262004736.0
case-20000-batch-10000	query hasa	7	20000	15806	45709	3.55	261226496.0	261226496.0
case-20000-batch-10000	query hasa	8	20000	15806	45709	3.35	261550080.0	261550080.0
case-20000-batch-10000	query hasa	9	20000	15806	45709	3.55	261324800.0	261324800.0
case-20000-batch-10000	query hasa	10	20000	15806	45709	3.77	261746688.0	261746688.0
case-20000-batch-10000	query isa	1	20000	15806	45709	2.58	224186368.0	224186368.0
case-20000-batch-10000	query isa	2	20000	15806	45709	2.65	224751616.0	224751616.0
case-20000-batch-10000	query isa	3	20000	15806	45709	2.8	224940032.0	224940032.0
case-20000-batch-10000	query isa	4	20000	15806	45709	2.86	224079872.0	224079872.0
case-20000-batch-10000	query isa	5	20000	15806	45709	2.96	225083392.0	225083392.0
case-20000-batch-10000	query isa	6	20000	15806	45709	2.95	225251328.0	225251328.0
case-20000-batch-10000	query isa	7	20000	15806	45709	2.69	223961088.0	223961088.0
case-20000-batch-10000	query isa	8	20000	15806	45709	2.7800000000000002	224616448.0	224616448.0
case-20000-batch-10000	query isa	9	20000	15806	45709	2.84	223649792.0	223649792.0
case-20000-batch-10000	query isa	10	20000	15806	45709	2.79	222867456.0	222867456.0
case-20000-batch-10000	query --summary	1	20000	15806	45709	3.04	225112064.0	225112064.0
case-20000-batch-10000	query --summary	2	20000	15806	45709	3.09	224624640.0	224624640.0
case-20000-batch-10000	query --summary	3	20000	15806	45709	2.98	225333248.0	225333248.0
case-20000-batch-10000	query --summary	4	20000	15806	45709	3.03	225464320.0	225464320.0
case-20000-batch-10000	query --summary	5	20000	15806	45709	2.94	224161792.0	224161792.0
case-20000-batch-10000	query --summary	6	20000	15806	45709	3.04	225669120.0	225669120.0
case-20000-batch-10000	query --summary	7	20000	15806	45709	3.08	225341440.0	225341440.0
case-20000-batch-10000	query --summary	8	20000	15806	45709	2.87	225079296.0	225079296.0
case-20000-batch-10000	query --summary	9	20000	15806	45709	3.06	225071104.0	225071104.0
case-20000-batch-10000	query --summary	10	20000	15806	45709	3.2	225120256.0	225120256.0
case-20000-batch-10000	query --features-summary	1	20000	15806	45709	4.83	310521856.0	310521856.0
case-20000-batch-10000	query --features-summary	2	20000	15806	45709	4.78	309993472.0	309993472.0
case-20000-batch-10000	query --features-summary	3	20000	15806	45709	4.98	310394880.0	310394880.0
case-20000-batch-10000	query --features-summary	4	20000	15806	45709	4.75	310083584.0	310083584.0
case-20000-batch-10000	query --features-summary	5	20000	15806	45709	4.49	310390784.0	310390784.0
case-20000-batch-10000	query --features-summary	6	20000	15806	45709	4.96	310747136.0	310747136.0
case-20000-batch-10000	query --features-summary	7	20000	15806	45709	4.8	309997568.0	309997568.0
case-20000-batch-10000	query --features-summary	8	20000	15806	45709	4.46	310480896.0	310480896.0
case-20000-batch-10000	query --features-summary	9	20000	15806	45709	4.48	310599680.0	310599680.0
case-20000-batch-10000	query --features-summary	10	20000	15806	45709	4.74	309936128.0	309936128.0
case-20000-batch-10000	list samples	1	20000	15806	45709	3.23	248688640.0	248688640.0
case-20000-batch-10000	list samples	2	20000	15806	45709	3.31	249925632.0	249925632.0
case-20000-batch-10000	list samples	3	20000	15806	45709	3.17	247902208.0	247902208.0
case-20000-batch-10000	list samples	4	20000	15806	45709	3.14	246919168.0	246919168.0
case-20000-batch-10000	list samples	5	20000	15806	45709	3.23	248127488.0	248127488.0
case-20000-batch-10000	list samples	6	20000	15806	45709	3.19	248152064.0	248152064.0
case-20000-batch-10000	list samples	7	20000	15806	45709	3.19	247877632.0	247877632.0
case-20000-batch-10000	list samples	8	20000	15806	45709	3.18	248242176.0	248242176.0
case-20000-batch-10000	list samples	9	20000	15806	45709	3.14	247914496.0	247914496.0
case-20000-batch-10000	list samples	10	20000	15806	45709	3.09	247701504.0	247701504.0
