Name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
alpha-10-cov-30 assemblies	1	59	0	0	32	19699	95.28	1261215744.0	378241024.0	2080481280.0	4.29	5591261184.0	222711808.0	983040.0	80.32	295399424.0	223051776.0	179.89	5591261184.0
alpha-10-cov-30 assemblies	2	59	0	0	32	19699	94.29	1166520320.0	374702080.0	2080489472.0	4.27	5585444864.0	223076352.0	987136.0	80.28	292085760.0	223023104.0	178.84	5585444864.0
alpha-10-cov-30 assemblies	3	59	0	0	32	19699	91.51	1154928640.0	379744256.0	2080485376.0	4.17	5588713472.0	223383552.0	983040.0	80.19	291848192.0	222760960.0	175.87	5588713472.0
