Name	True Positives	True Negatives	False Positives	False Negatives	Sensitivity	Specificity	Precision	F1 Score
cov-50 reads	15001		679	1931	0.8859555870540987	~1 (not calculated)	0.9566964285714286	0.919968109898197
cov-50 assemblies	16762		0	170	0.9899598393574297	~1 (not calculated)	1.0	0.9949545913218971
