Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
cov-40 (assemblies)	q AND r	59	1350	1350	20000	9	1.9416072405874728e-05
cov-40 (assemblies)	q AND r	59	1350	1350	20000	10	1.9332252629101277e-05
cov-40 (assemblies)	q.toframe	59	1350	1350	100	1	0.0033523544017225503
cov-40 (assemblies)	q.toframe	59	1350	1350	100	2	0.003320699483156204
cov-40 (assemblies)	q.toframe	59	1350	1350	100	3	0.0032917241379618644
cov-40 (assemblies)	q.toframe	59	1350	1350	100	4	0.003279035026207566
cov-40 (assemblies)	q.toframe	59	1350	1350	100	5	0.003333049276843667
cov-40 (assemblies)	q.toframe	59	1350	1350	100	6	0.0033801185339689256
cov-40 (assemblies)	q.toframe	59	1350	1350	100	7	0.0033380374312400817
cov-40 (assemblies)	q.toframe	59	1350	1350	100	8	0.0033611829392611982
cov-40 (assemblies)	q.toframe	59	1350	1350	100	9	0.0032859857846051456
cov-40 (assemblies)	q.toframe	59	1350	1350	100	10	0.0033036331366747616
cov-40 (assemblies)	q.summary	59	1350	1350	1000	1	0.0003583602607250214
cov-40 (assemblies)	q.summary	59	1350	1350	1000	2	0.00035294299386441706
cov-40 (assemblies)	q.summary	59	1350	1350	1000	3	0.00034387761913239957
cov-40 (assemblies)	q.summary	59	1350	1350	1000	4	0.0003444242784753442
cov-40 (assemblies)	q.summary	59	1350	1350	1000	5	0.0003561297375708818
cov-40 (assemblies)	q.summary	59	1350	1350	1000	6	0.000357888245023787
cov-40 (assemblies)	q.summary	59	1350	1350	1000	7	0.00035281083919107915
cov-40 (assemblies)	q.summary	59	1350	1350	1000	8	0.0003455389244481921
cov-40 (assemblies)	q.summary	59	1350	1350	1000	9	0.0003446701178327203
cov-40 (assemblies)	q.summary	59	1350	1350	1000	10	0.0003465353408828378
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	1	0.00243061906658113
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	2	0.002429730445146561
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	3	0.0024287918768823146
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	4	0.0024274783860892056
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	5	0.0024256112333387136
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	6	0.002435862999409437
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	7	0.002434681421145797
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	8	0.0024284930899739266
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	9	0.0024290241580456496
cov-40 (assemblies)	q.isin (distance)	59	1350	1350	100	10	0.0024312126729637384
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	1	0.0008265056796371937
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	2	0.0008256954923272133
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	3	0.0008267393950372934
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	4	0.0008281997442245484
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	5	0.0008257857467979193
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	6	0.0008265360221266746
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	7	0.0008261906150728464
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	8	0.0008265913799405098
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	9	0.0008279814422130585
cov-40 (assemblies)	q.isin (mrca)	59	1350	1350	500	10	0.000825231472030282
