Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-1000	query hasa	1	1000	1836	31190	3.11	225140736.0	225140736.0
case-1000	query hasa	2	1000	1836	31190	2.79	225210368.0	225210368.0
case-1000	query hasa	3	1000	1836	31190	3.04	225177600.0	225177600.0
case-1000	query hasa	4	1000	1836	31190	2.84	224911360.0	224911360.0
case-1000	query hasa	5	1000	1836	31190	2.94	224800768.0	224800768.0
case-1000	query hasa	6	1000	1836	31190	2.91	225247232.0	225247232.0
case-1000	query hasa	7	1000	1836	31190	2.9	224968704.0	224968704.0
case-1000	query hasa	8	1000	1836	31190	2.88	225411072.0	225411072.0
case-1000	query hasa	9	1000	1836	31190	2.95	225533952.0	225533952.0
case-1000	query hasa	10	1000	1836	31190	3.12	225017856.0	225017856.0
case-1000	query isa	1	1000	1836	31190	2.74	221122560.0	221122560.0
case-1000	query isa	2	1000	1836	31190	2.69	221716480.0	221716480.0
case-1000	query isa	3	1000	1836	31190	2.79	221233152.0	221233152.0
case-1000	query isa	4	1000	1836	31190	2.74	221483008.0	221483008.0
case-1000	query isa	5	1000	1836	31190	2.69	221020160.0	221020160.0
case-1000	query isa	6	1000	1836	31190	2.82	221605888.0	221605888.0
case-1000	query isa	7	1000	1836	31190	2.69	221556736.0	221556736.0
case-1000	query isa	8	1000	1836	31190	2.81	221417472.0	221417472.0
case-1000	query isa	9	1000	1836	31190	2.96	221204480.0	221204480.0
case-1000	query isa	10	1000	1836	31190	2.8	221384704.0	221384704.0
case-1000	query --summary	1	1000	1836	31190	3.02	224063488.0	224063488.0
case-1000	query --summary	2	1000	1836	31190	2.85	223944704.0	223944704.0
case-1000	query --summary	3	1000	1836	31190	2.88	224129024.0	224129024.0
case-1000	query --summary	4	1000	1836	31190	2.91	223625216.0	223625216.0
case-1000	query --summary	5	1000	1836	31190	2.89	223391744.0	223391744.0
case-1000	query --summary	6	1000	1836	31190	2.88	223633408.0	223633408.0
case-1000	query --summary	7	1000	1836	31190	2.99	223825920.0	223825920.0
case-1000	query --summary	8	1000	1836	31190	2.91	223674368.0	223674368.0
case-1000	query --summary	9	1000	1836	31190	2.92	223903744.0	223903744.0
case-1000	query --summary	10	1000	1836	31190	2.7800000000000002	223698944.0	223698944.0
case-1000	query --features-summary	1	1000	1836	31190	3.1	234012672.0	234012672.0
case-1000	query --features-summary	2	1000	1836	31190	3.07	234360832.0	234360832.0
case-1000	query --features-summary	3	1000	1836	31190	3.06	233480192.0	233480192.0
case-1000	query --features-summary	4	1000	1836	31190	3.03	234549248.0	234549248.0
case-1000	query --features-summary	5	1000	1836	31190	3.15	234557440.0	234557440.0
case-1000	query --features-summary	6	1000	1836	31190	3.08	234455040.0	234455040.0
case-1000	query --features-summary	7	1000	1836	31190	3.06	234242048.0	234242048.0
case-1000	query --features-summary	8	1000	1836	31190	3.08	234164224.0	234164224.0
case-1000	query --features-summary	9	1000	1836	31190	3.09	234586112.0	234586112.0
case-1000	query --features-summary	10	1000	1836	31190	2.9699999999999998	234389504.0	234389504.0
case-1000	list samples	1	1000	1836	31190	2.84	221839360.0	221839360.0
case-1000	list samples	2	1000	1836	31190	2.88	222052352.0	222052352.0
case-1000	list samples	3	1000	1836	31190	2.89	221949952.0	221949952.0
case-1000	list samples	4	1000	1836	31190	2.93	221700096.0	221700096.0
case-1000	list samples	5	1000	1836	31190	2.87	222302208.0	222302208.0
case-1000	list samples	6	1000	1836	31190	2.87	221585408.0	221585408.0
case-1000	list samples	7	1000	1836	31190	2.9	221376512.0	221376512.0
case-1000	list samples	8	1000	1836	31190	2.86	221548544.0	221548544.0
case-1000	list samples	9	1000	1836	31190	2.89	222212096.0	222212096.0
case-1000	list samples	10	1000	1836	31190	2.7800000000000002	221724672.0	221724672.0
