Name	Reference name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
case-1000	NC_045512	1	1000	32286	3725	32	29903	411.52	2559352832.0	650043392.0	3950505984.0	63.76	7066664960.0	876408832.0	24592384.0				475.28	7066664960.0
case-1000	NC_045512	2	1000	32286	3725	32	29903	415.89	2524413952.0	655450112.0	3950514176.0	60.96	6961446912.0	839536640.0	24571904.0				476.84999999999997	6961446912.0
case-1000	NC_045512	3	1000	32286	3725	32	29903	413.59	2419535872.0	648396800.0	3950501888.0	63.24	6956781568.0	841326592.0	24584192.0				476.83	6956781568.0
