Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-5000	query hasa	1	5000	5760	35663	3.0	231182336.0	231182336.0
case-5000	query hasa	2	5000	5760	35663	2.75	231890944.0	231890944.0
case-5000	query hasa	3	5000	5760	35663	2.8	231251968.0	231251968.0
case-5000	query hasa	4	5000	5760	35663	3.1	231354368.0	231354368.0
case-5000	query hasa	5	5000	5760	35663	3.04	231747584.0	231747584.0
case-5000	query hasa	6	5000	5760	35663	2.91	231493632.0	231493632.0
case-5000	query hasa	7	5000	5760	35663	3.04	231129088.0	231129088.0
case-5000	query hasa	8	5000	5760	35663	3.02	231047168.0	231047168.0
case-5000	query hasa	9	5000	5760	35663	2.98	232108032.0	232108032.0
case-5000	query hasa	10	5000	5760	35663	3.03	231358464.0	231358464.0
case-5000	query isa	1	5000	5760	35663	2.64	221847552.0	221847552.0
case-5000	query isa	2	5000	5760	35663	2.7800000000000002	221716480.0	221716480.0
case-5000	query isa	3	5000	5760	35663	2.7800000000000002	221761536.0	221761536.0
case-5000	query isa	4	5000	5760	35663	2.74	222392320.0	222392320.0
case-5000	query isa	5	5000	5760	35663	2.85	222322688.0	222322688.0
case-5000	query isa	6	5000	5760	35663	2.85	222416896.0	222416896.0
case-5000	query isa	7	5000	5760	35663	2.6	221904896.0	221904896.0
case-5000	query isa	8	5000	5760	35663	2.75	222060544.0	222060544.0
case-5000	query isa	9	5000	5760	35663	2.74	222015488.0	222015488.0
case-5000	query isa	10	5000	5760	35663	2.83	221675520.0	221675520.0
case-5000	query --summary	1	5000	5760	35663	2.94	223748096.0	223748096.0
case-5000	query --summary	2	5000	5760	35663	2.92	223809536.0	223809536.0
case-5000	query --summary	3	5000	5760	35663	3.04	224256000.0	224256000.0
case-5000	query --summary	4	5000	5760	35663	2.84	223703040.0	223703040.0
case-5000	query --summary	5	5000	5760	35663	2.94	224104448.0	224104448.0
case-5000	query --summary	6	5000	5760	35663	2.73	223547392.0	223547392.0
case-5000	query --summary	7	5000	5760	35663	2.92	223490048.0	223490048.0
case-5000	query --summary	8	5000	5760	35663	2.94	223408128.0	223408128.0
case-5000	query --summary	9	5000	5760	35663	2.85	223948800.0	223948800.0
case-5000	query --summary	10	5000	5760	35663	2.83	224051200.0	224051200.0
case-5000	query --features-summary	1	5000	5760	35663	3.5	255639552.0	255639552.0
case-5000	query --features-summary	2	5000	5760	35663	3.65	256241664.0	256241664.0
case-5000	query --features-summary	3	5000	5760	35663	3.61	255885312.0	255885312.0
case-5000	query --features-summary	4	5000	5760	35663	3.23	255647744.0	255647744.0
case-5000	query --features-summary	5	5000	5760	35663	3.43	256020480.0	256020480.0
case-5000	query --features-summary	6	5000	5760	35663	3.5300000000000002	255385600.0	255385600.0
case-5000	query --features-summary	7	5000	5760	35663	3.29	255410176.0	255410176.0
case-5000	query --features-summary	8	5000	5760	35663	3.55	255709184.0	255709184.0
case-5000	query --features-summary	9	5000	5760	35663	3.23	255496192.0	255496192.0
case-5000	query --features-summary	10	5000	5760	35663	3.4	255172608.0	255172608.0
case-5000	list samples	1	5000	5760	35663	2.71	227532800.0	227532800.0
case-5000	list samples	2	5000	5760	35663	2.8	227065856.0	227065856.0
case-5000	list samples	3	5000	5760	35663	2.88	227160064.0	227160064.0
case-5000	list samples	4	5000	5760	35663	2.83	226418688.0	226418688.0
case-5000	list samples	5	5000	5760	35663	2.77	227659776.0	227659776.0
case-5000	list samples	6	5000	5760	35663	2.84	226598912.0	226598912.0
case-5000	list samples	7	5000	5760	35663	2.8	226476032.0	226476032.0
case-5000	list samples	8	5000	5760	35663	2.83	227733504.0	227733504.0
case-5000	list samples	9	5000	5760	35663	2.63	227393536.0	227393536.0
case-5000	list samples	10	5000	5760	35663	2.79	227487744.0	227487744.0
