Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-20000	query hasa	1	20000	15806	45709	3.94	257589248.0	257589248.0
case-20000	query hasa	2	20000	15806	45709	3.99	257839104.0	257839104.0
case-20000	query hasa	3	20000	15806	45709	3.85	258146304.0	258146304.0
case-20000	query hasa	4	20000	15806	45709	3.89	257372160.0	257372160.0
case-20000	query hasa	5	20000	15806	45709	3.55	257400832.0	257400832.0
case-20000	query hasa	6	20000	15806	45709	3.82	257134592.0	257134592.0
case-20000	query hasa	7	20000	15806	45709	3.8	257310720.0	257310720.0
case-20000	query hasa	8	20000	15806	45709	3.9	257441792.0	257441792.0
case-20000	query hasa	9	20000	15806	45709	3.84	257376256.0	257376256.0
case-20000	query hasa	10	20000	15806	45709	3.8	257859584.0	257859584.0
case-20000	query isa	1	20000	15806	45709	2.89	223838208.0	223838208.0
case-20000	query isa	2	20000	15806	45709	2.92	225116160.0	225116160.0
case-20000	query isa	3	20000	15806	45709	2.9699999999999998	224849920.0	224849920.0
case-20000	query isa	4	20000	15806	45709	3.03	225292288.0	225292288.0
case-20000	query isa	5	20000	15806	45709	2.75	224788480.0	224788480.0
case-20000	query isa	6	20000	15806	45709	2.9	225562624.0	225562624.0
case-20000	query isa	7	20000	15806	45709	2.8	225075200.0	225075200.0
case-20000	query isa	8	20000	15806	45709	2.92	225628160.0	225628160.0
case-20000	query isa	9	20000	15806	45709	3.0	224235520.0	224235520.0
case-20000	query isa	10	20000	15806	45709	2.8	223748096.0	223748096.0
case-20000	query --summary	1	20000	15806	45709	3.12	225505280.0	225505280.0
case-20000	query --summary	2	20000	15806	45709	3.09	225275904.0	225275904.0
case-20000	query --summary	3	20000	15806	45709	3.3	225370112.0	225370112.0
case-20000	query --summary	4	20000	15806	45709	3.17	225529856.0	225529856.0
case-20000	query --summary	5	20000	15806	45709	3.13	224882688.0	224882688.0
case-20000	query --summary	6	20000	15806	45709	3.13	224178176.0	224178176.0
case-20000	query --summary	7	20000	15806	45709	3.27	224256000.0	224256000.0
case-20000	query --summary	8	20000	15806	45709	3.1	224108544.0	224108544.0
case-20000	query --summary	9	20000	15806	45709	3.04	224051200.0	224051200.0
case-20000	query --summary	10	20000	15806	45709	3.02	224468992.0	224468992.0
case-20000	query --features-summary	1	20000	15806	45709	5.15	309919744.0	309919744.0
case-20000	query --features-summary	2	20000	15806	45709	5.09	310501376.0	310501376.0
case-20000	query --features-summary	3	20000	15806	45709	4.7	310444032.0	310444032.0
case-20000	query --features-summary	4	20000	15806	45709	5.08	310169600.0	310169600.0
case-20000	query --features-summary	5	20000	15806	45709	5.06	309891072.0	309891072.0
case-20000	query --features-summary	6	20000	15806	45709	5.06	309952512.0	309952512.0
case-20000	query --features-summary	7	20000	15806	45709	5.07	310390784.0	310390784.0
case-20000	query --features-summary	8	20000	15806	45709	5.13	310525952.0	310525952.0
case-20000	query --features-summary	9	20000	15806	45709	5.3	309956608.0	309956608.0
case-20000	query --features-summary	10	20000	15806	45709	5.18	309760000.0	309760000.0
case-20000	list samples	1	20000	15806	45709	3.34	248168448.0	248168448.0
case-20000	list samples	2	20000	15806	45709	3.08	248246272.0	248246272.0
case-20000	list samples	3	20000	15806	45709	3.51	247828480.0	247828480.0
case-20000	list samples	4	20000	15806	45709	3.58	247783424.0	247783424.0
case-20000	list samples	5	20000	15806	45709	3.32	249319424.0	249319424.0
case-20000	list samples	6	20000	15806	45709	3.26	249184256.0	249184256.0
case-20000	list samples	7	20000	15806	45709	3.35	249208832.0	249208832.0
case-20000	list samples	8	20000	15806	45709	3.31	248582144.0	248582144.0
case-20000	list samples	9	20000	15806	45709	3.08	248377344.0	248377344.0
case-20000	list samples	10	20000	15806	45709	3.35	247619584.0	247619584.0
