Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-20000	q.features_comparison	20000	15806	45709	1	4	36.8824200425297
case-20000	q.features_comparison	20000	15806	45709	1	5	36.814264902845025
case-20000	q.features_comparison	20000	15806	45709	1	6	36.48039902560413
case-20000	q.features_comparison	20000	15806	45709	1	7	35.86276834458113
case-20000	q.features_comparison	20000	15806	45709	1	8	37.34401875734329
case-20000	q.features_comparison	20000	15806	45709	1	9	35.2258655000478
case-20000	q.features_comparison	20000	15806	45709	1	10	35.3586576487869
case-20000	q.hasa	20000	15806	45709	2	1	0.18001004494726658
case-20000	q.hasa	20000	15806	45709	2	2	0.17786484211683273
case-20000	q.hasa	20000	15806	45709	2	3	0.17684660479426384
case-20000	q.hasa	20000	15806	45709	2	4	0.17733873799443245
case-20000	q.hasa	20000	15806	45709	2	5	0.17802611831575632
case-20000	q.hasa	20000	15806	45709	2	6	0.17828060872852802
case-20000	q.hasa	20000	15806	45709	2	7	0.178115326911211
case-20000	q.hasa	20000	15806	45709	2	8	0.17918238136917353
case-20000	q.hasa	20000	15806	45709	2	9	0.1795348757877946
case-20000	q.hasa	20000	15806	45709	2	10	0.17854789551347494
case-20000	q.isa	20000	15806	45709	200	1	0.0014068930968642234
case-20000	q.isa	20000	15806	45709	200	2	0.0014112013392150401
case-20000	q.isa	20000	15806	45709	200	3	0.001400616504251957
case-20000	q.isa	20000	15806	45709	200	4	0.0014039631932973862
case-20000	q.isa	20000	15806	45709	200	5	0.0014020907320082187
case-20000	q.isa	20000	15806	45709	200	6	0.0014007625170052052
case-20000	q.isa	20000	15806	45709	200	7	0.0013980845455080272
case-20000	q.isa	20000	15806	45709	200	8	0.0013996933400630951
case-20000	q.isa	20000	15806	45709	200	9	0.0013916520960628987
case-20000	q.isa	20000	15806	45709	200	10	0.0013914912194013596
case-20000	q AND r	20000	15806	45709	10000	1	2.4003410898149013e-05
case-20000	q AND r	20000	15806	45709	10000	2	2.4067291989922524e-05
case-20000	q AND r	20000	15806	45709	10000	3	2.4086259678006172e-05
case-20000	q AND r	20000	15806	45709	10000	4	2.4046379514038563e-05
case-20000	q AND r	20000	15806	45709	10000	5	2.40254495292902e-05
case-20000	q AND r	20000	15806	45709	10000	6	2.4032316915690898e-05
case-20000	q AND r	20000	15806	45709	10000	7	2.408266980201006e-05
case-20000	q AND r	20000	15806	45709	10000	8	2.4160049110651017e-05
case-20000	q AND r	20000	15806	45709	10000	9	2.3951539024710654e-05
case-20000	q AND r	20000	15806	45709	10000	10	2.3862043581902982e-05
case-20000	q.toframe	20000	15806	45709	1	1	0.20635017193853855
case-20000	q.toframe	20000	15806	45709	1	2	0.20589740574359894
case-20000	q.toframe	20000	15806	45709	1	3	0.20492864400148392
case-20000	q.toframe	20000	15806	45709	1	4	0.20506526716053486
case-20000	q.toframe	20000	15806	45709	1	5	0.2049544658511877
case-20000	q.toframe	20000	15806	45709	1	6	0.2050509862601757
case-20000	q.toframe	20000	15806	45709	1	7	0.2054293490946293
case-20000	q.toframe	20000	15806	45709	1	8	0.2060186080634594
case-20000	q.toframe	20000	15806	45709	1	9	0.20682775601744652
case-20000	q.toframe	20000	15806	45709	1	10	0.2056606449186802
case-20000	q.summary	20000	15806	45709	1000	1	0.000339255578815937
case-20000	q.summary	20000	15806	45709	1000	2	0.00034095386415719986
case-20000	q.summary	20000	15806	45709	1000	3	0.0003478943407535553
case-20000	q.summary	20000	15806	45709	1000	4	0.0003402426093816757
case-20000	q.summary	20000	15806	45709	1000	5	0.0003391550648957491
case-20000	q.summary	20000	15806	45709	1000	6	0.0003410276249051094
case-20000	q.summary	20000	15806	45709	1000	7	0.0003391283303499222
case-20000	q.summary	20000	15806	45709	1000	8	0.00034076283499598505
case-20000	q.summary	20000	15806	45709	1000	9	0.0003521436210721731
case-20000	q.summary	20000	15806	45709	1000	10	0.00035518589243292806
