Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-20000	db.samples_query	20000	15806	45709	10	1	0.02307893019169569
case-20000	db.samples_query	20000	15806	45709	10	2	0.023036210797727108
case-20000	db.samples_query	20000	15806	45709	10	3	0.023056502640247344
case-20000	db.samples_query	20000	15806	45709	10	4	0.023037079721689224
case-20000	db.samples_query	20000	15806	45709	10	5	0.023077205382287504
case-20000	db.samples_query	20000	15806	45709	10	6	0.02305155750364065
case-20000	db.samples_query	20000	15806	45709	10	7	0.023077007569372653
case-20000	db.samples_query	20000	15806	45709	10	8	0.023062825202941895
case-20000	db.samples_query	20000	15806	45709	10	9	0.023091640323400497
case-20000	db.samples_query	20000	15806	45709	10	10	0.023074556700885297
case-20000	q.join	20000	15806	45709	1	1	0.4661025609821081
case-20000	q.join	20000	15806	45709	1	2	0.4635773729532957
case-20000	q.join	20000	15806	45709	1	3	0.4660973343998194
case-20000	q.join	20000	15806	45709	1	4	0.4689408242702484
case-20000	q.join	20000	15806	45709	1	5	0.4645142946392298
case-20000	q.join	20000	15806	45709	1	6	0.46394025906920433
case-20000	q.join	20000	15806	45709	1	7	0.46391516737639904
case-20000	q.join	20000	15806	45709	1	8	0.4663468599319458
case-20000	q.join	20000	15806	45709	1	9	0.4651374649256468
case-20000	q.join	20000	15806	45709	1	10	0.4682125300168991
case-20000	q.features_summary	20000	15806	45709	1	1	1.3033026047050953
case-20000	q.features_summary	20000	15806	45709	1	2	1.332780396565795
case-20000	q.features_summary	20000	15806	45709	1	3	1.3113368451595306
case-20000	q.features_summary	20000	15806	45709	1	4	1.3006367348134518
case-20000	q.features_summary	20000	15806	45709	1	5	1.2991788648068905
case-20000	q.features_summary	20000	15806	45709	1	6	1.2949849758297205
case-20000	q.features_summary	20000	15806	45709	1	7	1.2986865155398846
case-20000	q.features_summary	20000	15806	45709	1	8	1.2963791638612747
case-20000	q.features_summary	20000	15806	45709	1	9	1.2967021185904741
case-20000	q.features_summary	20000	15806	45709	1	10	1.2953713703900576
case-20000	q.features_comparison	20000	15806	45709	1	1	36.103922199457884
case-20000	q.features_comparison	20000	15806	45709	1	2	35.994969978928566
case-20000	q.features_comparison	20000	15806	45709	1	3	35.465211087837815
