Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-20	query hasa	1	20	61	11560	2.74	222990336.0	222990336.0
case-20	query hasa	2	20	61	11560	2.85	223338496.0	223338496.0
case-20	query hasa	3	20	61	11560	2.94	223117312.0	223117312.0
case-20	query hasa	4	20	61	11560	2.93	222986240.0	222986240.0
case-20	query hasa	5	20	61	11560	2.98	223203328.0	223203328.0
case-20	query hasa	6	20	61	11560	2.88	223125504.0	223125504.0
case-20	query hasa	7	20	61	11560	2.7199999999999998	223043584.0	223043584.0
case-20	query hasa	8	20	61	11560	2.84	223248384.0	223248384.0
case-20	query hasa	9	20	61	11560	2.93	223125504.0	223125504.0
case-20	query hasa	10	20	61	11560	2.87	222892032.0	222892032.0
case-20	query isa	1	20	61	11560	2.93	221753344.0	221753344.0
case-20	query isa	2	20	61	11560	2.92	221290496.0	221290496.0
case-20	query isa	3	20	61	11560	2.85	221417472.0	221417472.0
case-20	query isa	4	20	61	11560	2.81	221204480.0	221204480.0
case-20	query isa	5	20	61	11560	3.24	221192192.0	221192192.0
case-20	query isa	6	20	61	11560	2.76	220995584.0	220995584.0
case-20	query isa	7	20	61	11560	2.86	221265920.0	221265920.0
case-20	query isa	8	20	61	11560	2.81	221343744.0	221343744.0
case-20	query isa	9	20	61	11560	2.89	220966912.0	220966912.0
case-20	query isa	10	20	61	11560	2.84	220831744.0	220831744.0
case-20	query --summary	1	20	61	11560	2.83	223121408.0	223121408.0
case-20	query --summary	2	20	61	11560	3.02	222769152.0	222769152.0
case-20	query --summary	3	20	61	11560	2.88	223412224.0	223412224.0
case-20	query --summary	4	20	61	11560	2.82	223277056.0	223277056.0
case-20	query --summary	5	20	61	11560	2.89	223154176.0	223154176.0
case-20	query --summary	6	20	61	11560	2.86	222797824.0	222797824.0
case-20	query --summary	7	20	61	11560	2.76	222916608.0	222916608.0
case-20	query --summary	8	20	61	11560	2.68	223055872.0	223055872.0
case-20	query --summary	9	20	61	11560	2.85	223109120.0	223109120.0
case-20	query --summary	10	20	61	11560	2.95	223256576.0	223256576.0
case-20	query --features-summary	1	20	61	11560	2.89	224215040.0	224215040.0
case-20	query --features-summary	2	20	61	11560	2.81	223879168.0	223879168.0
case-20	query --features-summary	3	20	61	11560	2.96	224460800.0	224460800.0
case-20	query --features-summary	4	20	61	11560	2.77	223674368.0	223674368.0
case-20	query --features-summary	5	20	61	11560	2.68	223961088.0	223961088.0
case-20	query --features-summary	6	20	61	11560	2.77	224256000.0	224256000.0
case-20	query --features-summary	7	20	61	11560	2.9699999999999998	224608256.0	224608256.0
case-20	query --features-summary	8	20	61	11560	2.85	224325632.0	224325632.0
case-20	query --features-summary	9	20	61	11560	2.75	224407552.0	224407552.0
case-20	query --features-summary	10	20	61	11560	2.7800000000000002	224395264.0	224395264.0
case-20	list samples	1	20	61	11560	2.7800000000000002	220282880.0	220282880.0
case-20	list samples	2	20	61	11560	2.74	220999680.0	220999680.0
case-20	list samples	3	20	61	11560	2.69	220532736.0	220532736.0
case-20	list samples	4	20	61	11560	2.73	220708864.0	220708864.0
case-20	list samples	5	20	61	11560	2.83	220532736.0	220532736.0
case-20	list samples	6	20	61	11560	2.91	220254208.0	220254208.0
case-20	list samples	7	20	61	11560	2.74	220254208.0	220254208.0
case-20	list samples	8	20	61	11560	2.81	220106752.0	220106752.0
case-20	list samples	9	20	61	11560	2.55	220577792.0	220577792.0
case-20	list samples	10	20	61	11560	2.7	220012544.0	220012544.0
case-20	query isin	1	20	61	11560	2.7199999999999998	221880320.0	221880320.0
case-20	query isin	2	20	61	11560	2.52	220733440.0	220733440.0
case-20	query isin	3	20	61	11560	2.74	221523968.0	221523968.0
case-20	query isin	4	20	61	11560	2.89	221487104.0	221487104.0
case-20	query isin	5	20	61	11560	2.76	221847552.0	221847552.0
case-20	query isin	6	20	61	11560	2.85	221483008.0	221483008.0
case-20	query isin	7	20	61	11560	2.84	221429760.0	221429760.0
case-20	query isin	8	20	61	11560	2.93	222081024.0	222081024.0
case-20	query isin	9	20	61	11560	2.71	221876224.0	221876224.0
case-20	query isin	10	20	61	11560	2.85	221376512.0	221376512.0
