Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-200	query hasa	1	200	640	19477	2.89	223805440.0	223805440.0
case-200	query hasa	2	200	640	19477	2.99	223993856.0	223993856.0
case-200	query hasa	3	200	640	19477	2.71	223645696.0	223645696.0
case-200	query hasa	4	200	640	19477	3.0	223522816.0	223522816.0
case-200	query hasa	5	200	640	19477	2.74	224014336.0	224014336.0
case-200	query hasa	6	200	640	19477	2.92	223272960.0	223272960.0
case-200	query hasa	7	200	640	19477	2.87	223817728.0	223817728.0
case-200	query hasa	8	200	640	19477	2.88	224301056.0	224301056.0
case-200	query hasa	9	200	640	19477	2.88	223641600.0	223641600.0
case-200	query hasa	10	200	640	19477	2.68	224174080.0	224174080.0
case-200	query isa	1	200	640	19477	2.76	221487104.0	221487104.0
case-200	query isa	2	200	640	19477	2.83	221175808.0	221175808.0
case-200	query isa	3	200	640	19477	2.73	221564928.0	221564928.0
case-200	query isa	4	200	640	19477	2.75	221511680.0	221511680.0
case-200	query isa	5	200	640	19477	2.81	221278208.0	221278208.0
case-200	query isa	6	200	640	19477	2.68	221003776.0	221003776.0
case-200	query isa	7	200	640	19477	2.81	220782592.0	220782592.0
case-200	query isa	8	200	640	19477	2.85	221560832.0	221560832.0
case-200	query isa	9	200	640	19477	2.69	221155328.0	221155328.0
case-200	query isa	10	200	640	19477	2.76	220872704.0	220872704.0
case-200	query --summary	1	200	640	19477	2.64	223371264.0	223371264.0
case-200	query --summary	2	200	640	19477	2.9	223297536.0	223297536.0
case-200	query --summary	3	200	640	19477	2.79	223690752.0	223690752.0
case-200	query --summary	4	200	640	19477	2.83	223395840.0	223395840.0
case-200	query --summary	5	200	640	19477	2.93	223477760.0	223477760.0
case-200	query --summary	6	200	640	19477	2.7199999999999998	223227904.0	223227904.0
case-200	query --summary	7	200	640	19477	2.77	223453184.0	223453184.0
case-200	query --summary	8	200	640	19477	2.7800000000000002	223244288.0	223244288.0
case-200	query --summary	9	200	640	19477	2.93	223453184.0	223453184.0
case-200	query --summary	10	200	640	19477	2.7199999999999998	223170560.0	223170560.0
case-200	query --features-summary	1	200	640	19477	2.94	228151296.0	228151296.0
case-200	query --features-summary	2	200	640	19477	2.89	227946496.0	227946496.0
case-200	query --features-summary	3	200	640	19477	2.86	228339712.0	228339712.0
case-200	query --features-summary	4	200	640	19477	2.98	227897344.0	227897344.0
case-200	query --features-summary	5	200	640	19477	3.1	228106240.0	228106240.0
case-200	query --features-summary	6	200	640	19477	3.0	228376576.0	228376576.0
case-200	query --features-summary	7	200	640	19477	2.94	228216832.0	228216832.0
case-200	query --features-summary	8	200	640	19477	3.11	227995648.0	227995648.0
case-200	query --features-summary	9	200	640	19477	3.1	228401152.0	228401152.0
case-200	query --features-summary	10	200	640	19477	3.02	228081664.0	228081664.0
case-200	list samples	1	200	640	19477	2.74	220708864.0	220708864.0
case-200	list samples	2	200	640	19477	2.87	220917760.0	220917760.0
case-200	list samples	3	200	640	19477	2.82	220753920.0	220753920.0
case-200	list samples	4	200	640	19477	2.83	220762112.0	220762112.0
case-200	list samples	5	200	640	19477	2.74	220696576.0	220696576.0
case-200	list samples	6	200	640	19477	2.77	220475392.0	220475392.0
case-200	list samples	7	200	640	19477	2.9	220536832.0	220536832.0
case-200	list samples	8	200	640	19477	2.84	220807168.0	220807168.0
case-200	list samples	9	200	640	19477	2.79	220712960.0	220712960.0
case-200	list samples	10	200	640	19477	2.9	220712960.0	220712960.0
case-200	query isin	1	200	640	19477	2.7199999999999998	222109696.0	222109696.0
case-200	query isin	2	200	640	19477	2.66	222158848.0	222158848.0
case-200	query isin	3	200	640	19477	2.74	221708288.0	221708288.0
case-200	query isin	4	200	640	19477	2.9	222515200.0	222515200.0
case-200	query isin	5	200	640	19477	2.89	221962240.0	221962240.0
case-200	query isin	6	200	640	19477	2.73	222380032.0	222380032.0
case-200	query isin	7	200	640	19477	2.7	222015488.0	222015488.0
case-200	query isin	8	200	640	19477	2.9699999999999998	222044160.0	222044160.0
case-200	query isin	9	200	640	19477	2.75	221990912.0	221990912.0
case-200	query isin	10	200	640	19477	2.95	221958144.0	221958144.0
