Name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
alpha-2.0-cov-30 assemblies	1	59	974	974	32	19699	93.44	1281478656.0	375357440.0	2080595968.0	5.61	5621387264.0	228225024.0	1318912.0	108.61	245555200.0	223346688.0	207.66	5621387264.0
alpha-2.0-cov-30 assemblies	2	59	974	974	32	19699	102.06	1208389632.0	374808576.0	2080595968.0	5.66	5619286016.0	228732928.0	1314816.0	91.85	245653504.0	223186944.0	199.57	5619286016.0
alpha-2.0-cov-30 assemblies	3	59	974	974	32	19699	95.52	1282002944.0	366837760.0	2080608256.0	5.63	5617999872.0	228245504.0	1314816.0	91.46	245587968.0	223383552.0	192.60999999999999	5617999872.0
