Name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
alpha-2.0-cov-30 reads	1	59	8094	5215	32	19699	108.66	2613817344.0	385245184.0	3338530816.0	10.08	5956567040.0	341086208.0	3903488.0	117.83	279867392.0	222834688.0	236.57	5956567040.0
alpha-2.0-cov-30 reads	2	59	8094	5215	32	19699	120.09	2680877056.0	410357760.0	3338551296.0	9.83	5935820800.0	334741504.0	3923968.0	105.8	280539136.0	223342592.0	235.72000000000003	5935820800.0
alpha-2.0-cov-30 reads	3	59	8094	5215	32	19699	105.51	2609135616.0	384245760.0	3338543104.0	9.83	5955575808.0	334344192.0	3911680.0	104.67	280477696.0	223186944.0	220.01	5955575808.0
