Name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
cov-10 assemblies	1	59	1350	1350	32	19699	94.68	1168982016.0	368541696.0	2084601856.0	6.45	5774807040.0	241053696.0	1359872.0	84.75	239800320.0	222797824.0	185.88	5774807040.0
cov-10 assemblies	2	59	1350	1350	32	19699	95.16	1177960448.0	364175360.0	2084573184.0	6.41	5782245376.0	241999872.0	1355776.0	91.21	240467968.0	223080448.0	192.77999999999997	5782245376.0
cov-10 assemblies	3	59	1350	1350	32	19699	108.85	1153859584.0	361689088.0	2084597760.0	6.43	5777338368.0	240508928.0	1355776.0	89.64	239558656.0	222650368.0	204.92000000000002	5777338368.0
