Name	Iteration	Number samples	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
cov-10 reads	1	59	32	10834	124.17	2721910784.0	395726848.0	3254984704.0	14.17	5987483648.0	554250240.0	2695168.0	106.24	348872704.0	223760384.0	244.57999999999998	5987483648.0
cov-10 reads	2	59	32	10834	99.03	2731401216.0	399642624.0	3254996992.0	15.38	5990711296.0	546975744.0	2695168.0	136.44	349233152.0	223801344.0	250.85	5990711296.0
cov-10 reads	3	59	32	10834	104.47	2644926464.0	390787072.0	3254984704.0	14.78	5984522240.0	553512960.0	2682880.0	122.95	349569024.0	224415744.0	242.2	5984522240.0
