Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-2000-batch-10000	query hasa	1	2000	2656	32489	2.92	226721792.0	226721792.0
case-2000-batch-10000	query hasa	2	2000	2656	32489	3.12	226988032.0	226988032.0
case-2000-batch-10000	query hasa	3	2000	2656	32489	3.03	226529280.0	226529280.0
case-2000-batch-10000	query hasa	4	2000	2656	32489	3.16	226836480.0	226836480.0
case-2000-batch-10000	query hasa	5	2000	2656	32489	2.98	226902016.0	226902016.0
case-2000-batch-10000	query hasa	6	2000	2656	32489	3.04	226492416.0	226492416.0
case-2000-batch-10000	query hasa	7	2000	2656	32489	2.96	226070528.0	226070528.0
case-2000-batch-10000	query hasa	8	2000	2656	32489	2.88	227074048.0	227074048.0
case-2000-batch-10000	query hasa	9	2000	2656	32489	3.04	227028992.0	227028992.0
case-2000-batch-10000	query hasa	10	2000	2656	32489	3.07	226983936.0	226983936.0
case-2000-batch-10000	query isa	1	2000	2656	32489	2.66	220827648.0	220827648.0
case-2000-batch-10000	query isa	2	2000	2656	32489	2.79	221675520.0	221675520.0
case-2000-batch-10000	query isa	3	2000	2656	32489	2.84	221798400.0	221798400.0
case-2000-batch-10000	query isa	4	2000	2656	32489	2.7800000000000002	221028352.0	221028352.0
case-2000-batch-10000	query isa	5	2000	2656	32489	2.86	221216768.0	221216768.0
case-2000-batch-10000	query isa	6	2000	2656	32489	2.82	221433856.0	221433856.0
case-2000-batch-10000	query isa	7	2000	2656	32489	2.79	221609984.0	221609984.0
case-2000-batch-10000	query isa	8	2000	2656	32489	2.79	221081600.0	221081600.0
case-2000-batch-10000	query isa	9	2000	2656	32489	2.65	221192192.0	221192192.0
case-2000-batch-10000	query isa	10	2000	2656	32489	2.7800000000000002	221024256.0	221024256.0
case-2000-batch-10000	query --summary	1	2000	2656	32489	2.82	223408128.0	223408128.0
case-2000-batch-10000	query --summary	2	2000	2656	32489	2.89	223502336.0	223502336.0
case-2000-batch-10000	query --summary	3	2000	2656	32489	2.94	223666176.0	223666176.0
case-2000-batch-10000	query --summary	4	2000	2656	32489	2.88	223678464.0	223678464.0
case-2000-batch-10000	query --summary	5	2000	2656	32489	2.93	223461376.0	223461376.0
case-2000-batch-10000	query --summary	6	2000	2656	32489	2.89	223629312.0	223629312.0
case-2000-batch-10000	query --summary	7	2000	2656	32489	2.79	223358976.0	223358976.0
case-2000-batch-10000	query --summary	8	2000	2656	32489	2.84	223277056.0	223277056.0
case-2000-batch-10000	query --summary	9	2000	2656	32489	2.84	223813632.0	223813632.0
case-2000-batch-10000	query --summary	10	2000	2656	32489	2.92	223645696.0	223645696.0
case-2000-batch-10000	query --features-summary	1	2000	2656	32489	3.23	237944832.0	237944832.0
case-2000-batch-10000	query --features-summary	2	2000	2656	32489	3.19	238460928.0	238460928.0
case-2000-batch-10000	query --features-summary	3	2000	2656	32489	3.26	238211072.0	238211072.0
case-2000-batch-10000	query --features-summary	4	2000	2656	32489	3.22	238288896.0	238288896.0
case-2000-batch-10000	query --features-summary	5	2000	2656	32489	3.31	238247936.0	238247936.0
case-2000-batch-10000	query --features-summary	6	2000	2656	32489	3.07	237666304.0	237666304.0
case-2000-batch-10000	query --features-summary	7	2000	2656	32489	3.13	238211072.0	238211072.0
case-2000-batch-10000	query --features-summary	8	2000	2656	32489	3.14	238276608.0	238276608.0
case-2000-batch-10000	query --features-summary	9	2000	2656	32489	3.09	238350336.0	238350336.0
case-2000-batch-10000	query --features-summary	10	2000	2656	32489	3.23	238317568.0	238317568.0
case-2000-batch-10000	list samples	1	2000	2656	32489	2.92	223051776.0	223051776.0
case-2000-batch-10000	list samples	2	2000	2656	32489	2.85	223031296.0	223031296.0
case-2000-batch-10000	list samples	3	2000	2656	32489	2.83	223490048.0	223490048.0
case-2000-batch-10000	list samples	4	2000	2656	32489	2.88	223006720.0	223006720.0
case-2000-batch-10000	list samples	5	2000	2656	32489	2.99	222609408.0	222609408.0
case-2000-batch-10000	list samples	6	2000	2656	32489	3.04	223059968.0	223059968.0
case-2000-batch-10000	list samples	7	2000	2656	32489	3.07	223330304.0	223330304.0
case-2000-batch-10000	list samples	8	2000	2656	32489	2.9	223809536.0	223809536.0
case-2000-batch-10000	list samples	9	2000	2656	32489	2.9	223100928.0	223100928.0
case-2000-batch-10000	list samples	10	2000	2656	32489	2.59	223109120.0	223109120.0
