Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-500	query hasa	1	500	1401	30534	2.59	224735232.0	224735232.0
case-500	query hasa	2	500	1401	30534	2.64	224411648.0	224411648.0
case-500	query hasa	3	500	1401	30534	2.94	224641024.0	224641024.0
case-500	query hasa	4	500	1401	30534	2.81	223989760.0	223989760.0
case-500	query hasa	5	500	1401	30534	2.66	224202752.0	224202752.0
case-500	query hasa	6	500	1401	30534	2.71	224174080.0	224174080.0
case-500	query hasa	7	500	1401	30534	2.84	224468992.0	224468992.0
case-500	query hasa	8	500	1401	30534	2.77	224571392.0	224571392.0
case-500	query hasa	9	500	1401	30534	2.57	224407552.0	224407552.0
case-500	query hasa	10	500	1401	30534	2.76	224473088.0	224473088.0
case-500	query isa	1	500	1401	30534	2.73	221007872.0	221007872.0
case-500	query isa	2	500	1401	30534	2.7199999999999998	221519872.0	221519872.0
case-500	query isa	3	500	1401	30534	2.66	221478912.0	221478912.0
case-500	query isa	4	500	1401	30534	2.54	220864512.0	220864512.0
case-500	query isa	5	500	1401	30534	2.81	221679616.0	221679616.0
case-500	query isa	6	500	1401	30534	2.76	221798400.0	221798400.0
case-500	query isa	7	500	1401	30534	2.71	221511680.0	221511680.0
case-500	query isa	8	500	1401	30534	2.52	221052928.0	221052928.0
case-500	query isa	9	500	1401	30534	2.77	221069312.0	221069312.0
case-500	query isa	10	500	1401	30534	2.82	221229056.0	221229056.0
case-500	query --summary	1	500	1401	30534	2.57	223502336.0	223502336.0
case-500	query --summary	2	500	1401	30534	2.69	223375360.0	223375360.0
case-500	query --summary	3	500	1401	30534	2.75	223846400.0	223846400.0
case-500	query --summary	4	500	1401	30534	2.82	223559680.0	223559680.0
case-500	query --summary	5	500	1401	30534	2.62	223580160.0	223580160.0
case-500	query --summary	6	500	1401	30534	2.8	223625216.0	223625216.0
case-500	query --summary	7	500	1401	30534	2.75	223944704.0	223944704.0
case-500	query --summary	8	500	1401	30534	2.84	223862784.0	223862784.0
case-500	query --summary	9	500	1401	30534	2.64	223707136.0	223707136.0
case-500	query --summary	10	500	1401	30534	2.7	223285248.0	223285248.0
case-500	query --features-summary	1	500	1401	30534	2.9	231944192.0	231944192.0
case-500	query --features-summary	2	500	1401	30534	2.96	231378944.0	231378944.0
case-500	query --features-summary	3	500	1401	30534	3.09	232148992.0	232148992.0
case-500	query --features-summary	4	500	1401	30534	2.92	232243200.0	232243200.0
case-500	query --features-summary	5	500	1401	30534	2.88	231993344.0	231993344.0
case-500	query --features-summary	6	500	1401	30534	2.9699999999999998	232013824.0	232013824.0
case-500	query --features-summary	7	500	1401	30534	3.03	232181760.0	232181760.0
case-500	query --features-summary	8	500	1401	30534	3.03	231936000.0	231936000.0
case-500	query --features-summary	9	500	1401	30534	2.94	232386560.0	232386560.0
case-500	query --features-summary	10	500	1401	30534	2.92	232136704.0	232136704.0
case-500	list samples	1	500	1401	30534	2.75	221409280.0	221409280.0
case-500	list samples	2	500	1401	30534	2.64	221274112.0	221274112.0
case-500	list samples	3	500	1401	30534	2.86	221343744.0	221343744.0
case-500	list samples	4	500	1401	30534	2.77	221294592.0	221294592.0
case-500	list samples	5	500	1401	30534	2.7	221200384.0	221200384.0
case-500	list samples	6	500	1401	30534	2.75	220667904.0	220667904.0
case-500	list samples	7	500	1401	30534	2.64	220778496.0	220778496.0
case-500	list samples	8	500	1401	30534	2.64	221224960.0	221224960.0
case-500	list samples	9	500	1401	30534	2.54	221110272.0	221110272.0
case-500	list samples	10	500	1401	30534	2.5300000000000002	221024256.0	221024256.0
case-500	query isin	1	500	1401	30534	2.83	222986240.0	222986240.0
case-500	query isin	2	500	1401	30534	2.9699999999999998	222404608.0	222404608.0
case-500	query isin	3	500	1401	30534	2.77	222572544.0	222572544.0
case-500	query isin	4	500	1401	30534	2.64	222457856.0	222457856.0
case-500	query isin	5	500	1401	30534	2.84	222670848.0	222670848.0
case-500	query isin	6	500	1401	30534	2.9	222568448.0	222568448.0
case-500	query isin	7	500	1401	30534	2.7800000000000002	222830592.0	222830592.0
case-500	query isin	8	500	1401	30534	2.62	222535680.0	222535680.0
case-500	query isin	9	500	1401	30534	2.86	222330880.0	222330880.0
case-500	query isin	10	500	1401	30534	2.88	222748672.0	222748672.0
