Name	Reference name	Iteration	Number samples	Number features (all)	Number features (no unknown)	Number cores	Reference length	Analysis runtime	Analysis memory (max)	Analysis memory (max/process)	Analysis disk uage	Index runtime	Index memory (max)	Index memory (max/process)	Index size	Tree runtime	Tree memory (max)	Tree memory (max/process)	Total runtime	Max memory
case-500	NC_045512	1	500	30534	1401	32	29903	292.66	2424418304.0	387538944.0	3778703360.0	36.42	6039982080.0	646193152.0	13283328.0	18660.0	881786880.0	643002368.0	18989.08	6039982080.0
case-500	NC_045512	2	500	30534	1401	32	29903	298.99	1489645568.0	387846144.0	3778686976.0	35.09	6051708928.0	627265536.0	13291520.0	17581.0	886714368.0	648040448.0	17915.08	6051708928.0
case-500	NC_045512	3	500	30534	1401	32	29903	293.25	2221895680.0	387801088.0	3778957312.0	36.23	6048473088.0	640794624.0	13275136.0	20520.0	886841344.0	647946240.0	20849.48	6048473088.0
